evidence_id,from_user,to_user,action,location,remarks,timestamp,id,created_at,updated_at
1e9c3522-d5c4-4909-a78c-7da1a8a6f5bd,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,23533ded-4399-4bcc-a9ab-ba122f7417a9,2026-08-29 12:45:07,2026-08-29 12:45:07
7034518e-5e69-4b44-91f7-ce90af8d367f,,,Evidence Registered,Gulbarga University Road,Evidence logged for case CR-2026-DET-285,2026-08-29 12:45:08,23b46e9d-f4d8-4f50-8ff6-79ec6099c4be,2026-08-29 12:45:08,2026-08-29 12:45:08
c86dcf17-8b18-46c1-b956-ec8f55868ebb,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,23c134f5-93da-4dc9-ad7d-4eb0769fb581,2026-08-29 12:45:08,2026-08-29 12:45:08
d862b0d8-4de6-47a7-abd9-1a76fba29025,,,Evidence Registered,Bellary-Hospet Road,Evidence logged for case CR-2026-DET-120,2026-08-29 12:45:07,245b7ded-61e0-482a-a1f2-7de98e5f38fa,2026-08-29 12:45:07,2026-08-29 12:45:07
478e98b7-4fb9-40b4-b3bc-148bdb6f23fa,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,24b7cee2-04f8-475b-8b7f-06fb34112261,2026-08-29 12:45:08,2026-08-29 12:45:08
a0cb31dc-3f27-4a57-8fe7-ddeda5bacdce,,,Evidence Registered,Karwar Port Road,Evidence logged for case CR-2026-DET-135,2026-08-29 12:45:07,25d9658f-f29a-424a-a602-c1d16c3ef47e,2026-08-29 12:45:07,2026-08-29 12:45:07
19b7663c-305c-4c67-a6aa-a84e2ffd4920,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,264167f3-ad2a-4a88-9dbc-f5c2ed599e4f,2026-08-29 12:45:08,2026-08-29 12:45:08
1ba46825-7d45-4d4b-99da-1d97b03bd9a7,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Evidence Registered,Devaraja Market Zone,Evidence logged for case CR-2026-DET-056,2026-08-29 12:45:07,27b3cf67-e431-4dcb-82ae-533cae17d175,2026-08-29 12:45:07,2026-08-29 12:45:07
b92a2d13-de3b-4f44-9843-0df03a7f337b,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,2805d135-1dd4-427d-99f1-28debdbd8df4,2026-08-29 12:45:08,2026-08-29 12:45:08
778c5782-b203-4911-9c21-38cfaaba4d72,,,Evidence Registered,Kolar Gold Fields Road,Evidence logged for case CR-2026-DET-071,2026-08-29 12:45:07,2828083b-d535-4073-9708-ca49b2bee411,2026-08-29 12:45:07,2026-08-29 12:45:07
9bea3b39-33be-4d65-bea2-5360b8d4f8fc,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,284a80d7-9446-4fe8-91d0-e263fca996dc,2026-08-29 12:45:07,2026-08-29 12:45:07
eb0af730-acad-48da-a45f-08c8153caff4,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,284aa3ad-3acd-4e05-8b05-13257584da95,2026-08-29 12:45:08,2026-08-29 12:45:08
e5b53ace-14d7-46fd-aa3b-bd01c7deccf1,,,Evidence Registered,Betageri Cross,Evidence logged for case CR-2026-DET-019,2026-08-29 12:45:07,28c94b99-9b2c-4539-b6b2-bf4a8dc5f5bf,2026-08-29 12:45:07,2026-08-29 12:45:07
4343a2a5-db4a-40a9-b12a-b6dd5e5e9c10,,,Evidence Registered,Kolar Gold Fields Road,Evidence logged for case CR-2026-DET-210,2026-08-29 12:45:08,28d6c405-e3bc-408f-a7fa-bed334028261,2026-08-29 12:45:08,2026-08-29 12:45:08
b67e8f85-1a0b-4b07-8504-2aa055740797,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,293a6e60-1753-427c-9fba-764ca472163b,2026-08-29 12:45:08,2026-08-29 12:45:08
2b61b413-2b86-47da-a4cd-5472c51a74a1,,,Evidence Registered,Bangarapet Station Road,Evidence logged for case CR-2026-DET-032,2026-08-29 12:45:07,2986a7d2-9b4a-48da-88ae-505c26c3bc78,2026-08-29 12:45:07,2026-08-29 12:45:07
87eba85c-c942-455e-bd86-6d86789772d6,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,2986d130-44aa-4cc0-9bc2-fb1fa1ce5b46,2026-08-29 12:45:07,2026-08-29 12:45:07
8a5cb3bc-db30-474d-b084-8686b00f7126,,,Evidence Registered,Homnabad Cross,Evidence logged for case CR-2026-DET-169,2026-08-29 12:45:08,2989c61e-62ef-4238-8a22-e34f1e43450f,2026-08-29 12:45:08,2026-08-29 12:45:08
26d82653-f89e-4dc6-aa9e-b786bc9f5fa9,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,29a050e0-feda-4d11-ab3a-bbfd74646927,2026-08-29 12:45:08,2026-08-29 12:45:08
b78a3f3e-a758-4e67-9731-832906457c29,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,29acb543-8863-4d3f-a357-96b4361f3406,2026-08-29 12:45:08,2026-08-29 12:45:08
2bfdf3f4-44d1-462f-9553-82bce38c2333,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,29c2b2f1-f9cd-4835-98cd-a833eac3315e,2026-08-29 12:45:07,2026-08-29 12:45:07
9e4b3920-60ba-48db-a8fe-05cfa700c5c7,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Evidence Registered,Devaraja Market Zone,Evidence logged for case CR-2026-DET-118,2026-08-29 12:45:07,2a48aed7-d3ad-48e9-9f4f-c97e8fab416e,2026-08-29 12:45:07,2026-08-29 12:45:07
cc5c05ce-68ea-405c-8587-a4f79e380801,,,Evidence Registered,Bellary-Hospet Road,Evidence logged for case CR-2026-DET-151,2026-08-29 12:45:08,2a49633a-63ea-44a3-9d40-2cf540ee1c24,2026-08-29 12:45:08,2026-08-29 12:45:08
cfea6a97-0110-46d4-9d1d-2cf156b79ba8,,,Evidence Registered,Kapu Beach Junction,Evidence logged for case CR-2026-UDP-002,2026-08-29 12:45:07,2a5a8e68-0863-463b-9eae-cbe2894cf534,2026-08-29 12:45:07,2026-08-29 12:45:07
b97e6bfb-7fa5-466b-8027-99f80acc3f47,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,2a68efc8-01ca-40eb-84ab-8f4afebabba4,2026-08-29 12:45:08,2026-08-29 12:45:08
26d1a2f0-8c86-4db1-a7f8-1507dfcd9b99,,,Evidence Registered,Devanahalli Checkpost,Evidence logged for case CR-2026-DET-318,2026-08-29 12:45:08,2ab1e520-4be8-43b7-a555-e4c1145c8f6b,2026-08-29 12:45:08,2026-08-29 12:45:08
c82a7dc1-aafa-44f9-9742-0dc0a1b0eab3,,,Evidence Registered,Arsikere Town Road,Evidence logged for case CR-2026-DET-200,2026-08-29 12:45:08,2b0f3125-d038-426e-99fd-48bb850ed05e,2026-08-29 12:45:08,2026-08-29 12:45:08
d3f81b4b-cfe7-473f-8032-4636754d7748,,,Evidence Registered,Channapatna Bus Stand,Evidence logged for case CR-2026-DET-108,2026-08-29 12:45:07,2b5a7b6c-3416-4b19-9e6b-f2fc5c42d5e9,2026-08-29 12:45:07,2026-08-29 12:45:07
a125279e-bc8b-424c-9b4a-b8a23c54f594,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Evidence Registered,Vani Vilas Mohalla,Evidence logged for case CR-2026-DET-127,2026-08-29 12:45:07,2c569f44-3c6b-4953-b2d5-b8b6ee731e5f,2026-08-29 12:45:07,2026-08-29 12:45:07
7be8128e-d71d-4735-821d-9f5ac86eff0f,,,Evidence Registered,Harpanahalli Junction,Evidence logged for case CR-2026-DET-041,2026-08-29 12:45:07,2c739d12-2a96-4cf0-b846-2b48d0ecee5f,2026-08-29 12:45:07,2026-08-29 12:45:07
3489c891-8fc9-47b1-98c1-633c53bc48e2,,,Evidence Registered,Arsikere Town Road,Evidence logged for case CR-2026-HSN-002,2026-08-29 12:45:07,2cc705ad-86a7-4403-a3ef-a44adf58742c,2026-08-29 12:45:07,2026-08-29 12:45:07
f597b422-223d-4686-938b-33fd23b38029,,,Evidence Registered,Hubli Traffic Island,Evidence logged for case CR-2026-DET-263,2026-08-29 12:45:08,2cf89ab2-6700-4b28-9bb1-2a5943b49710,2026-08-29 12:45:08,2026-08-29 12:45:08
19b7663c-305c-4c67-a6aa-a84e2ffd4920,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,2d9da43d-1d46-4eac-b3f6-721d82197a22,2026-08-29 12:45:08,2026-08-29 12:45:08
85a2b298-b747-46c7-b11c-a376347cb082,,,Evidence Registered,Chamarajanagar Town,Evidence logged for case CR-2026-DET-195,2026-08-29 12:45:08,2de6bf79-7701-4c62-ad41-4d4372c0e3c3,2026-08-29 12:45:08,2026-08-29 12:45:08
f3638b09-0c54-41aa-a7d1-461a449a486b,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,2defeb58-4156-40cf-b19e-23c0a8e81b70,2026-08-29 12:45:08,2026-08-29 12:45:08
5f5197e8-a3f8-4a70-8808-3db248367098,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,2e163100-acb6-451b-978c-000cb8db5399,2026-08-29 12:45:07,2026-08-29 12:45:07
8b076053-0e78-44e8-9f4e-96672f33328b,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,2e5c3a52-f345-4535-9ab4-3a2273ef0c90,2026-08-29 12:45:07,2026-08-29 12:45:07
a91933d5-94aa-49c3-ae61-ca9ee73592f0,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,2eed85d2-0c5f-46e9-b8c0-e632da9efde7,2026-08-29 12:45:07,2026-08-29 12:45:07
1534f265-05f1-4c24-bf7a-31468eb393ae,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,2eff654b-b0f4-4413-acd4-7df1824c0d33,2026-08-29 12:45:07,2026-08-29 12:45:07
111b1769-9245-435d-85e5-f56d912c93b8,,,Evidence Registered,Tumkuru Industrial Road,Evidence logged for case CR-2026-DET-098,2026-08-29 12:45:07,2fca6e1b-1e80-4cb6-b5c0-624942f532a9,2026-08-29 12:45:07,2026-08-29 12:45:07
5a1456da-fa11-416c-8668-2c2e181b1065,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,30440b90-8d6d-441d-803b-2d607f99adbf,2026-08-29 12:45:08,2026-08-29 12:45:08
ad794721-69d1-474b-8567-b1d7d4453a7f,,,Evidence Registered,Ramanagara Town Center,Evidence logged for case CR-2026-DET-181,2026-08-29 12:45:08,31930d1a-8e20-4872-b5f8-ea88cd128d2d,2026-08-29 12:45:08,2026-08-29 12:45:08
ad79f33a-9ff9-4262-be9f-ea031b4c5bb3,,,Evidence Registered,Hospet Town Center,Evidence logged for case CR-2026-DET-156,2026-08-29 12:45:08,31cabe24-1c66-4673-b286-b19df13dda18,2026-08-29 12:45:08,2026-08-29 12:45:08
bd1629ef-ff18-446d-9508-2dd7b2b5cb72,,,Evidence Registered,Chitradurga Fort Area,Evidence logged for case CR-2026-DET-259,2026-08-29 12:45:08,31ef2e4b-5c76-4053-84db-6eef0c47a7ab,2026-08-29 12:45:08,2026-08-29 12:45:08
7b68e0fd-eab9-4143-9362-2c58e905d567,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,3262c6e6-0b4e-4241-809e-135d183913a2,2026-08-29 12:45:07,2026-08-29 12:45:07
d862b0d8-4de6-47a7-abd9-1a76fba29025,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,326bd613-2ddf-4900-a422-6b8cdda998c8,2026-08-29 12:45:07,2026-08-29 12:45:07
19b00b65-627b-4307-9e94-23716a52af8c,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,32765324-7825-4836-ac81-9a1b06d26b1a,2026-08-29 12:45:08,2026-08-29 12:45:08
ed627d56-720b-4e4a-b890-092cd85a5982,,,Evidence Registered,Hospet Town Center,Evidence logged for case CR-2026-DET-026,2026-08-29 12:45:07,32f6c6e9-43a9-4fd8-8880-b9fe756d3d6f,2026-08-29 12:45:07,2026-08-29 12:45:07
b62e363a-0b22-4725-98dd-318c2ff2c82a,,,Evidence Registered,Gauribidanur Cross,Evidence logged for case CR-2026-DET-086,2026-08-29 12:45:07,33169ba1-edd4-425a-ac39-b645e017df5e,2026-08-29 12:45:07,2026-08-29 12:45:07
55ba347f-be27-4ebf-86e8-0b79527ac0b2,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,33d0ed64-f1ec-4fc5-9af5-427d9e4ec89a,2026-08-29 12:45:07,2026-08-29 12:45:07
778c5782-b203-4911-9c21-38cfaaba4d72,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,341ec925-7495-474b-8ed2-1587a7a9445a,2026-08-29 12:45:07,2026-08-29 12:45:07
88152dd7-f501-4e7a-b613-15556c65179f,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,3442e0c2-7062-41dd-9e67-1d17d536767b,2026-08-29 12:45:07,2026-08-29 12:45:07
db59b775-1e05-4d8d-8084-52fad9567134,,,Evidence Registered,Gulbarga University Road,Evidence logged for case CR-2026-DET-228,2026-08-29 12:45:08,35389e31-91f7-4a67-96db-752dba3bebd3,2026-08-29 12:45:08,2026-08-29 12:45:08
e86e92b2-4645-4146-83d9-8b7fb3c1723c,,,Evidence Registered,Ballari Mines Sector B,Evidence logged for case CR-2026-DET-214,2026-08-29 12:45:08,359f154b-3079-421d-875a-eaf17907edb4,2026-08-29 12:45:08,2026-08-29 12:45:08
0e152ded-0cf2-4cbc-9f78-65dab0d20dbe,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,35a6c3e2-c451-4bd0-b4d5-d93a46d735c6,2026-08-29 12:45:08,2026-08-29 12:45:08
c0458ec7-0a24-4340-b369-7d1f83ff9ada,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,35b7b02d-f466-40fc-b7b0-4549cdb0c2bc,2026-08-29 12:45:08,2026-08-29 12:45:08
f5c9536d-9899-4d60-b920-49bb4b8f2bdb,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,35d8186e-8874-4de6-ac61-5f3ccc383771,2026-08-29 12:45:07,2026-08-29 12:45:07
71712685-785d-42e5-9777-77db2b441aaf,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,36792204-a68f-4fbb-b32b-da6e4be8e62a,2026-08-29 12:45:07,2026-08-29 12:45:07
33a93771-385b-4415-9ee6-f42b6712393f,,,Evidence Registered,Puttur Town Center,Evidence logged for case CR-2026-DET-304,2026-08-29 12:45:08,36d183fd-7aab-4274-ba79-16af17ac5fcb,2026-08-29 12:45:08,2026-08-29 12:45:08
5719710d-57f9-4bd0-8938-28f17c6bf13f,,,Evidence Registered,Whitefield Cyber Cell Beat,Evidence logged for case CR-2026-BNG-006,2026-08-29 12:45:07,370c9532-ecc2-46a5-8014-3746f78570e6,2026-08-29 12:45:07,2026-08-29 12:45:07
63d4cb71-e571-4fdc-b07a-78d3d29df734,,,Evidence Registered,Gulbarga University Road,Evidence logged for case CR-2026-KLB-002,2026-08-29 12:45:07,375dba51-ce9a-4357-ab74-a08a5d16a7af,2026-08-29 12:45:07,2026-08-29 12:45:07
5e88e411-fb05-45f0-8865-494ca45756e5,,,Evidence Registered,Harbor Gate A,Evidence logged for case CR-2026-MNG-002,2026-08-29 12:45:07,3782dd71-32f6-48e1-acf4-83822da9fd94,2026-08-29 12:45:07,2026-08-29 12:45:07
633c02e3-7713-49a5-a83a-cca81eaf0693,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,38258eef-891d-44ec-b952-c51bc3ae6d96,2026-08-29 12:45:07,2026-08-29 12:45:07
73435434-5df7-4d24-a769-581d2dcea323,,,Evidence Registered,Vijayapura Fort Area,Evidence logged for case CR-2026-DET-092,2026-08-29 12:45:07,38905188-5e6f-4332-9c49-75b4d57284a3,2026-08-29 12:45:07,2026-08-29 12:45:07
fe664e12-8a74-46eb-8b0f-fce71382f146,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,39b867fd-36e4-4033-aefa-5c2a272bb52d,2026-08-29 12:45:08,2026-08-29 12:45:08
3298da84-bf74-468d-9f60-061456c2a7a5,,,Evidence Registered,Bidar Fort Road,Evidence logged for case CR-2026-BDR-001,2026-08-29 12:45:07,39cd0611-6182-417a-ac3c-789642376bb9,2026-08-29 12:45:07,2026-08-29 12:45:07
778364db-c45e-4f8d-9350-1eabe5ac363f,,,Evidence Registered,Hubli Traffic Island,Evidence logged for case CR-2026-DET-176,2026-08-29 12:45:08,3a6cc746-ccec-4f17-b591-f7710ecad77d,2026-08-29 12:45:08,2026-08-29 12:45:08
b8e3ef4b-3ade-43ba-9cc7-aa57feb0ebbf,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,3aaf49ec-240f-4e6d-af54-eebca13d4bdd,2026-08-29 12:45:08,2026-08-29 12:45:08
6b93d8db-f8d1-4b4b-8144-a7d42db83ddb,,,Evidence Registered,Gulbarga University Road,Evidence logged for case CR-2026-DET-301,2026-08-29 12:45:08,3b26fcad-1a0b-42ca-9eb9-b1bb43c0d31a,2026-08-29 12:45:08,2026-08-29 12:45:08
e6101836-3d8c-45fd-ac52-caa8cfd7c16d,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,3b3af615-56c8-44d5-9ae7-b1ec2edad842,2026-08-29 12:45:08,2026-08-29 12:45:08
bfc8963b-fffb-4728-abc3-db4098dbba93,5120413d-57fd-47ad-9128-2a5b8dd553d8,5120413d-57fd-47ad-9128-2a5b8dd553d8,Evidence Registered,Nazar Mohalla Beat,Evidence logged for case CR-2026-DET-164,2026-08-29 12:45:08,3bfac28c-1730-4644-819d-8ada9beea1e5,2026-08-29 12:45:08,2026-08-29 12:45:08
8a5cb3bc-db30-474d-b084-8686b00f7126,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,3c30643f-6d34-45f4-8949-4e2b67a735c8,2026-08-29 12:45:08,2026-08-29 12:45:08
78c65a75-346a-45ea-bd93-a50f7cd4e45f,,,Evidence Registered,Arsikere Town Road,Evidence logged for case CR-2026-DET-147,2026-08-29 12:45:08,3d0a6746-9901-49b6-95f7-6d4b95e1fdcb,2026-08-29 12:45:08,2026-08-29 12:45:08
b97e6bfb-7fa5-466b-8027-99f80acc3f47,,,Evidence Registered,Khade Bazar Checkpoint,Evidence logged for case CR-2026-DET-319,2026-08-29 12:45:08,3d111e61-0a2c-48bd-b380-27ddd0712832,2026-08-29 12:45:08,2026-08-29 12:45:08
298305d3-6efa-491a-b74c-ae5a2dbe6105,,,Evidence Registered,Raichur Town Center,Evidence logged for case CR-2026-RCR-001,2026-08-29 12:45:07,3d44ffc7-3c97-42ad-95fb-bc667d3b5edc,2026-08-29 12:45:07,2026-08-29 12:45:07
af942b2d-219e-45ca-9bd9-a1d8785c57e3,,,Evidence Registered,Mysuru-Mandya Highway,Evidence logged for case CR-2026-DET-234,2026-08-29 12:45:08,3db57d6e-ba86-4b07-88d1-41ff8373684e,2026-08-29 12:45:08,2026-08-29 12:45:08
d491808e-a66e-465a-9295-b787bb9e08a4,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,3deb99cf-ab20-4949-8491-d72db9a85006,2026-08-29 12:45:07,2026-08-29 12:45:07
bd445f44-53f4-4645-a279-ecae5a771356,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,3df1624e-ebef-405b-859f-d83513b668fc,2026-08-29 12:45:08,2026-08-29 12:45:08
1a83c539-90b5-4a69-8c9b-2d5edba1370a,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,3f30b46c-9169-4942-a321-9345c9ea18ee,2026-08-29 12:45:08,2026-08-29 12:45:08
ad794721-69d1-474b-8567-b1d7d4453a7f,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,3f89311a-58ad-4ef2-b7a3-04c87c818327,2026-08-29 12:45:08,2026-08-29 12:45:08
503c0545-344f-4a9f-bc4c-db956e62366d,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,3ffa0199-5aa6-4154-8197-9afbd9670772,2026-08-29 12:45:07,2026-08-29 12:45:07
5c5d8121-6023-4931-b95b-ee3663d16d62,,,Evidence Registered,Chikkamagaluru Town,Evidence logged for case CR-2026-DET-268,2026-08-29 12:45:08,40139d43-6f7e-493b-ab72-674aac7696ee,2026-08-29 12:45:08,2026-08-29 12:45:08
56185976-d318-46d2-905c-bef243bd3158,,,Evidence Registered,Arsikere Town Road,Evidence logged for case CR-2026-DET-309,2026-08-29 12:45:08,4030ceca-c0ad-4aff-81e0-26d94f344eaa,2026-08-29 12:45:08,2026-08-29 12:45:08
4b15d87f-b9ab-4c79-90ec-2bf7e03bc25b,,,Evidence Registered,Bidar Fort Road,Evidence logged for case CR-2026-DET-246,2026-08-29 12:45:08,40767d5a-05a2-4250-a5bb-94e06366c4f8,2026-08-29 12:45:08,2026-08-29 12:45:08
9132baae-5f2d-4d71-b5b9-19ed30bcc1dd,,,Evidence Registered,Chamarajanagar Town,Evidence logged for case CR-2026-DET-267,2026-08-29 12:45:08,40f4056e-eaef-430c-a2a4-c1b7e6a1ebd2,2026-08-29 12:45:08,2026-08-29 12:45:08
503c0545-344f-4a9f-bc4c-db956e62366d,,,Evidence Registered,Whitefield Cyber Cell Beat,Evidence logged for case CR-2026-BNG-001,2026-08-29 12:45:07,419a4a4e-fa18-4588-bab3-086e778b5963,2026-08-29 12:45:07,2026-08-29 12:45:07
a92acf13-d1df-4b8c-bc4a-f19603e4ca57,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,41b0eeb1-c6b0-48d3-91a9-6e9cb446a171,2026-08-29 12:45:08,2026-08-29 12:45:08
df4c4b4f-9970-4d8f-929f-7ed5613ce75d,,,Evidence Registered,Madikeri Town Center,Evidence logged for case CR-2026-KDG-001,2026-08-29 12:45:07,41f2faac-44d7-4b9f-805d-6dfd66c9638d,2026-08-29 12:45:07,2026-08-29 12:45:07
57760272-bd6a-4547-8b84-9be7db76255e,,,Evidence Registered,Yadagir Town Center,Evidence logged for case CR-2026-DET-182,2026-08-29 12:45:08,4200b40a-375f-47cc-a109-35b9be3326b5,2026-08-29 12:45:08,2026-08-29 12:45:08
79de35ba-3b7d-4401-bda7-9ef2681b420a,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,4253437f-bd95-417e-a411-c93fd30f71c2,2026-08-29 12:45:07,2026-08-29 12:45:07
c1a2d29a-6631-4fa3-b742-2e5926e0043d,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,42550dd2-fbc4-42fe-80e9-55aafb9213d6,2026-08-29 12:45:08,2026-08-29 12:45:08
39696ab5-1827-4fbc-8e1b-6a21c01a8537,,,Evidence Registered,Hospet Town Center,Evidence logged for case CR-2026-DET-012,2026-08-29 12:45:07,42703175-ae32-441f-8eb0-6867dd6b67ee,2026-08-29 12:45:07,2026-08-29 12:45:07
ed627d56-720b-4e4a-b890-092cd85a5982,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,42b9276c-7f50-4ada-a1b8-a22ff38e82e4,2026-08-29 12:45:07,2026-08-29 12:45:07
88152dd7-f501-4e7a-b613-15556c65179f,,,Evidence Registered,Virajpet Cross Road,Evidence logged for case CR-2026-DET-130,2026-08-29 12:45:07,4346b8c4-2e98-45ad-ac0e-3deeb7dfa512,2026-08-29 12:45:07,2026-08-29 12:45:07
b0ef9bdd-1e75-4984-b90c-88a67b4a2faa,,,Evidence Registered,Bagalkote Main Road,Evidence logged for case CR-2026-DET-053,2026-08-29 12:45:07,43aca217-a71e-4af2-9dfd-8b59bb1b07c3,2026-08-29 12:45:07,2026-08-29 12:45:07
c79fc86a-b543-4605-adf6-4f106b3652ed,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:07,43b58faa-ad23-40a2-a137-654a26666beb,2026-08-29 12:45:07,2026-08-29 12:45:07
2c6b1f9e-21a3-4aeb-b7bc-d611f25fd703,,,Evidence Registered,Virajpet Cross Road,Evidence logged for case CR-2026-DET-308,2026-08-29 12:45:08,43e44cba-5c8b-4fa5-ad7d-ea3cdb4b4480,2026-08-29 12:45:08,2026-08-29 12:45:08
cd80697f-8608-4e68-8b2b-bf19d70ef4c5,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:08,4439c3dc-d8b3-4a65-ad46-7169194fb8b7,2026-08-29 12:45:08,2026-08-29 12:45:08
cd7274d4-c9d8-4e1d-abc4-511adf7269f4,,,Forensic Analysis Initiated,Forensic Lab,Evidence submitted for forensic examination,2026-08-29 12:45:07,448b4686-66de-416b-a93d-3bea952ed871,2026-08-29 12:45:07,2026-08-29 12:45:07
4b08a98b-8103-4b97-a7d6-0167b19a4c36,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,44f19a29-3eec-41ae-9d29-5fe413f8c327,2026-08-29 12:45:08,2026-08-29 12:45:08
0bdf6198-119f-4e80-b77a-bbbd0b5b9a97,,,Evidence Registered,Kolar Gold Fields Road,Evidence logged for case CR-2026-DET-002,2026-08-29 12:45:07,44f6cdb6-5125-4c5b-97d5-053248003bbd,2026-08-29 12:45:07,2026-08-29 12:45:07
4b15d87f-b9ab-4c79-90ec-2bf7e03bc25b,,,Analysis Completed,Forensic Lab,Forensic analysis complete — results filed with charge sheet,2026-08-29 12:45:08,45940e29-d5df-4f58-8f0a-5fc8d3e2b75d,2026-08-29 12:45:08,2026-08-29 12:45:08
