id,fir_number,crime_case_id,investigating_officer_id,complainant_name,complainant_contact,sections,filed_at,status,narrative,attachments,dataset_provenance,source_import_job_id,source_file,source_row_ref
abc1b1ba-1da6-54b9-9516-7f90c9386e39,FIR-005919,0d1b50a4-3ff8-558a-8641-568f22d5e8c2,86a0f10b-5329-5719-9a18-fe2b2d50aced,Unknown complainant,,"OT-000018,OT-000003,OT-000029",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005919
d0e6fa7c-ca1b-5958-bec0-d1ae038e7990,FIR-005920,a95b992f-7368-598c-9ca1-8d88aa4eed38,d9426a01-a182-5b7d-90fa-8159a14aeede,Unknown complainant,,OT-000009,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005920
57f01658-07a2-5c91-8a15-48545af74ceb,FIR-005921,b5bae2b8-64b4-53a1-beea-b42f0e0f8799,0d610b41-b1b4-5a66-9a1c-e478f59eb43e,Unknown complainant,,OT-000030,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005921
1d684d27-21f9-599a-8a5b-b2166fe82838,FIR-005922,9dd8e5b4-7f40-56ea-8dc6-ed0000c0dbfc,cfadb09b-f57b-5ada-9b28-37b1296e2152,Tamil Nadu Person PERSON-004706,,"OT-000012,OT-000018",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005922
87a1f277-2691-52a3-a11f-55a78b72053d,FIR-005923,0b343f40-bc6c-561f-94ff-85451a35f2f4,929e259a-9d5f-58fa-ad9f-f9dbd41dc2d6,Unknown complainant,,OT-000018,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005923
25da7df1-7b10-5f51-ad98-7b99efdf2a83,FIR-005924,68c781e1-c339-57f8-80d0-60b65679c4f0,c4ed9b5d-824a-5aea-b672-3e038765b360,Unknown complainant,,OT-000010,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005924
b1c20531-e9d1-5681-93de-e991ae48ad25,FIR-005925,e4145a3e-b8b4-5df1-93f9-a5e47de23d9e,ef0dc3e7-ffe2-583e-a703-d404f13b34a1,Unknown complainant,,"OT-000027,OT-000024",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005925
9a37c183-e1e0-595f-8cba-f3621daf446a,FIR-005926,49f0430a-3700-5b09-925a-efb20f66d364,8a0bc5ca-5cc8-5fce-b43a-75a23cc7c07e,Unknown complainant,,OT-000030,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005926
8f3a4c2f-5f46-52a1-990c-a89a2978ac89,FIR-005927,556a856b-96f5-5a03-8275-a1e8183541f6,b6c320c3-37f6-5e39-8803-cbdae4de78d7,Unknown complainant,,OT-000017,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005927
b296243f-c400-5895-bafd-3a2ca1ee490c,FIR-005928,72b82c41-ef66-55b5-b129-93e6a05b5758,cfbaffb9-b47b-50ac-ac33-95cc5231d723,Unknown complainant,,"OT-000004,OT-000010",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005928
9e6c3ea5-39aa-565f-85d1-b11b2a19e413,FIR-005929,281698f2-18cd-53a0-81b1-2d312ef26c3c,ce39c595-5909-5736-be1d-267bbbca7d2f,Unknown complainant,,"OT-000005,OT-000029",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005929
8fed2601-a19c-5e7b-84c9-a7f48ce37258,FIR-005930,7bc061fe-c54f-5e21-b906-0e4131a716cd,8101eb40-0d44-5484-958d-f5e58436b8e7,Unknown complainant,,OT-000025,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005930
69a76791-f9b3-55c9-8061-6ef7a989f8a2,FIR-005931,3b3ffb0b-08f0-5b25-9601-5320d9fdbdc7,bc3eeba3-cc98-5a6b-a19e-052b0b816d8a,Unknown complainant,,OT-000001,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005931
b4a5cf64-e480-569a-9e99-14bff1e5b93f,FIR-005932,51f631f0-d32f-546b-8d6c-32f80c51c1a4,fa24d90c-4e14-566e-86a7-4b8bafee0aed,Unknown complainant,,OT-000005,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005932
e0f3eb53-c549-5fa4-be0d-0716df1e9703,FIR-005933,94a04906-1cb9-57d9-a18f-a6527c548a21,417de514-5151-585a-a62c-98d41412895e,Unknown complainant,,OT-000026,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005933
1121bb96-f474-5510-9448-d363af5d07c4,FIR-005934,dcd2153f-143b-5d42-80ea-6a31872755e3,12f67904-146b-599c-8ec5-22369315190c,Unknown complainant,,OT-000006,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005934
18a49d41-19bf-5c33-92b9-845a03423d14,FIR-005935,2e61aa71-8e51-538f-baf4-8c6377fff25a,a3d566d0-77fa-5333-9194-ba5f8f16022d,Unknown complainant,,OT-000017,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005935
e9124b2c-90ce-5325-b694-bc680f73166a,FIR-005936,1271baf0-dbee-5307-9e08-6922335a1d47,bf5084c4-b8d3-5c6d-91a7-46642de3dd4e,Unknown complainant,,OT-000012,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005936
9ce8e818-ad77-5a86-a3c0-cf37b08625bc,FIR-005937,a4b7c09d-1864-52f0-8b34-2978120ed797,c760fb5c-9f2a-5804-9d21-99896a20c3f0,Unknown complainant,,OT-000007,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005937
7082a0ba-c538-5df5-9759-f22211411f40,FIR-005938,eb71541f-a1ed-5c09-bd3a-97bb42cdd8ec,6dafbc7a-87a4-5f55-9a6b-9ebea1125418,Unknown complainant,,OT-000018,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005938
4fe569f9-2473-5d2e-a3ee-3c22ed634302,FIR-005939,f893fe06-28cf-5a8b-8762-b4ae5f584ee8,11659296-1a41-5341-a329-bc97cc22c16f,Unknown complainant,,OT-000013,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005939
466cd771-0010-5411-883c-9911f8159d61,FIR-005940,0208a15e-1ac7-5fe8-9de4-7d888bd12ccb,b1aaed9a-5104-5092-a5ad-c76a5cf334d9,Unknown complainant,,OT-000029,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005940
5ba86f15-72e6-5dda-b39d-f65e7f80e7a3,FIR-005941,e45671d1-6e0c-51b0-aabb-b3d32a9655d0,6f78b104-f487-5586-81eb-d71105a5927f,Unknown complainant,,OT-000015,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005941
7329245e-907d-517f-9a79-39ebbe2aa594,FIR-005942,73f3ab54-ef44-5d65-925f-6fada03ce0d7,4c6a0a65-728e-5c4b-866e-04be929b1b25,Unknown complainant,,"OT-000025,OT-000020",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005942
1197d8ef-f2cc-5aa0-8f16-087d201f85df,FIR-005943,f62dcc90-9430-5916-b847-a0fa57ac2ddc,0cf1eaa1-1b42-59fb-a8bb-28fb7bf30e73,Unknown complainant,,OT-000004,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005943
81952105-c20c-5aba-be03-a4f0604e3fc4,FIR-005944,5b8851c0-c37b-541b-9262-56609d7d046f,601a95ed-e435-59b6-abcb-41501480ab35,Unknown complainant,,OT-000009,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005944
14f32a2e-d942-519a-8cd0-2b3f283fddb8,FIR-005945,ec331f71-da94-5c43-969c-ab31b677dd48,c5f42763-9964-5287-a613-0ca18ea4e6a1,Unknown complainant,,OT-000011,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005945
8e0bd669-0cb1-54b6-9907-271ab45146f5,FIR-005946,148e175d-4aa4-5f1e-9565-ec9b158d1775,3aa919dc-e6c9-5541-b28b-7f44bc59a4bc,Tamil Nadu Person PERSON-007584,,OT-000001,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005946
e0c55742-8ca3-5324-83f8-c141efa78201,FIR-005947,9f86c16d-b3f3-50bc-a0b5-589ddcc7f3c5,2bcc7ae9-473a-5813-826d-363bc196f042,Unknown complainant,,"OT-000010,OT-000020",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005947
72a8ad1e-a7b9-55f8-850c-bdf5ccf49b2e,FIR-005948,22eaff97-7867-5f58-918b-3150e7f0d884,bfb99af2-25b4-5a4b-b654-c571e37f76d9,Unknown complainant,,OT-000019,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005948
3abe0302-418f-5449-822a-4585bfc7518e,FIR-005949,2202ca7a-0983-5561-a2fe-019f00e21490,3b12733f-3d47-5ebc-8bee-8a1f4c3240df,Tamil Nadu Person PERSON-009283,,"OT-000029,OT-000007",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005949
945b9e94-2438-54eb-8a2e-5ee4394444f1,FIR-005950,6b8cc477-e954-5dde-bb53-2468e54c7e7c,ccc20531-2095-5dc8-a668-ae1de41038ee,Unknown complainant,,OT-000025,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005950
057cfdde-cc8f-532f-a6a3-16658e963b26,FIR-005951,6690f2ec-47b9-5acc-babc-00982d0adba1,4190ec9d-6733-5393-a697-2dab2b14aae1,Unknown complainant,,"OT-000002,OT-000026",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005951
2d5b823e-b2fb-572b-8f3d-b25cdd02e0e0,FIR-005952,0f474bf1-cd55-5b57-a864-ecd21aa45af4,75c65f6b-49e5-57d1-9ebc-2248fa05b579,Unknown complainant,,"OT-000014,OT-000008",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005952
18b82da0-11a0-5cc9-bf73-c3cce2dc45ad,FIR-005953,59049f83-daf9-5afe-b538-b6b35ef8be2e,ac54b83b-1295-55b1-b0b0-a3f5f19caeda,Unknown complainant,,OT-000013,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005953
8cbd6dfb-e517-5cce-b224-30f94941594d,FIR-005954,9b4a129e-43b2-5da7-b412-799c04423772,8c683bb8-806b-5c35-b684-20e39caad840,Unknown complainant,,OT-000006,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005954
3e19e206-3781-5b50-a9c2-407d916e6eee,FIR-005955,b70caf27-3a44-506c-933b-6a611d6c4181,3a7f11ae-b6ae-540d-931a-9d111597fecd,Tamil Nadu Person PERSON-002461,,OT-000023,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005955
54e045dc-c4b3-5c4a-860c-722922ac492e,FIR-005956,0a8cede4-a399-51b4-9c9f-e49a3d3ab972,20da44b8-cbab-5616-9183-0648b80c5e73,Unknown complainant,,OT-000005,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005956
92269019-1c5c-52cc-862c-065a18f8e128,FIR-005957,9d6edd11-cecf-5d6f-8d46-c512585a0a8d,d5683d5e-b3ee-57db-b8ed-1008350b7378,Unknown complainant,,"OT-000007,OT-000004,OT-000002",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005957
7d874b12-9923-515d-8c2b-a00b9e5cc312,FIR-005958,cb57e41e-d887-5053-b6eb-055162f04bac,49d7a7f0-0abc-5c1f-b06c-d98191510446,Unknown complainant,,OT-000008,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005958
2efb3850-ad39-51c3-b8f5-dd079a05c002,FIR-005959,efb7cc45-5705-5c60-8431-8cf65331a202,7a78b704-ae9e-55e4-a4cf-2c1df68bb471,Unknown complainant,,OT-000004,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005959
13535037-859d-5efe-afd9-e3f2ddf4fb2b,FIR-005960,5bfefda6-1ef3-5515-bbec-8bcaa1620975,91bdd681-f5dd-530c-939b-94f2ddc68de8,Unknown complainant,,OT-000014,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005960
14698a0d-9688-52d5-bcf8-2033fd1a17a4,FIR-005961,691e5031-5feb-5042-aaf3-4d45d364bd49,a36f09eb-28f1-5125-a7a9-0a0ba1472cc5,Unknown complainant,,OT-000014,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005961
a3a05d34-fac9-511b-8fe0-f2b83fd26cf8,FIR-005962,5c783ea2-8d4c-5f94-b0a4-cdb87a24fe90,7e33ffcc-983b-57ef-a158-1fd82639417b,Unknown complainant,,OT-000006,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005962
93a7461d-a195-5b33-9a5b-9d4187428241,FIR-005963,bf957f99-0f29-5ced-9d0e-a13a22617dbd,4c652039-403d-5492-9647-2999c1c320d6,Unknown complainant,,"OT-000002,OT-000012,OT-000028",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005963
11cbf196-db7c-5d5a-a485-2c477251a78c,FIR-005964,59da9a83-b288-5cef-975d-8e75bd228ca5,c288284d-812e-5123-94ba-2b09b8bc4390,Unknown complainant,,OT-000029,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005964
a66d8d27-d327-5c4e-9499-6348d20d727b,FIR-005965,715b3e48-db2a-586e-a809-366927c4672d,f396a2bc-e7b2-581a-a717-0d20fb0e0c71,Tamil Nadu Person PERSON-023387,,"OT-000002,OT-000018,OT-000019",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005965
82e52504-fb18-5c9f-b136-069dda6f94c1,FIR-005966,971b06d7-7cb0-5895-afad-6165345290dc,b264bde3-3ad8-5ec8-b6a7-7cab9553bf25,Unknown complainant,,OT-000018,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005966
84f20709-e38f-55b9-a109-b765c6f51330,FIR-005967,0519e149-d9b6-5770-98b4-b627a60a57fb,927b18ed-ce99-51f9-a16e-831cc0ec3b59,Unknown complainant,,"OT-000019,OT-000022",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005967
0fca2716-aff1-5371-bfc5-f9c3aa8f0337,FIR-005968,c3975772-233d-5615-bf64-088dc8244f6f,3276ca03-babf-52c5-8183-626e58fca57f,Unknown complainant,,"OT-000009,OT-000012",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005968
ff648b47-a6f4-52ff-85da-960c18b0d8db,FIR-005969,99a9cf39-39d4-5012-a2d7-1f67427bee60,1d2add3b-fc31-5496-b13b-ff38626576a7,Unknown complainant,,OT-000018,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005969
2b7b21a1-3021-5917-943c-6d04bc4773c1,FIR-005970,918367f6-607e-51af-b963-c8681015c9dc,0377d6a3-a071-528a-a525-5f6efb14b2a5,Unknown complainant,,OT-000004,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005970
4cd4ed30-6a9a-58ca-b5e1-dff32aefbd40,FIR-005971,8a87d937-1735-52e2-8c45-c6c2b6af2937,106e609d-8b04-58c5-9ac1-8fa81415d0c0,Unknown complainant,,"OT-000016,OT-000009",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005971
0785e02e-cf82-574f-89ec-0eb9b9074022,FIR-005972,316e1c66-a907-5fdb-9ca6-ccf2830050e5,fb6f4032-1c5e-529a-a016-3c186385ad8e,Unknown complainant,,OT-000007,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005972
81294ab1-de10-574f-9312-b4fc22fb4060,FIR-005973,0fcc4ccf-98d0-509a-b787-1e0800fbaa9d,8261dd3b-5ecb-5823-9046-75d53ea5e89b,Unknown complainant,,OT-000001,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005973
d94b4d46-0804-5d50-a194-961dec2e7771,FIR-005974,f7d4e966-8666-53af-b8eb-9df1d98557c4,8977f1bb-e1c3-5f71-adb6-901b66057758,Unknown complainant,,"OT-000020,OT-000015,OT-000008",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005974
e53296d1-8cf3-58e6-b794-e6ff50abe956,FIR-005975,a3317c9a-43f3-5b70-8dd5-f89b122705a5,d2451623-0f63-53a4-9f7f-11e2c0ab68dc,Unknown complainant,,OT-000010,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005975
ac216316-4628-5683-bc99-3b858bf2ca37,FIR-005976,20c08feb-f696-5b8e-94e1-aa8f600947eb,0b4da31b-83cb-52a1-92af-d9dcad6aaad6,Unknown complainant,,"OT-000028,OT-000017",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005976
7d3c243f-0a87-5b27-9861-656c7db8f446,FIR-005977,c8c9691b-bca9-53f8-8541-bcaaddd41c19,c07462a9-3b2d-58a6-8ba1-626180686f3a,Unknown complainant,,OT-000019,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005977
34158396-8088-5920-b8d9-16a16a3555a5,FIR-005978,6d63d44b-da02-58c1-a413-a3a2a897d785,d86be865-a8bd-5063-bd18-43f3c67395e0,Unknown complainant,,"OT-000006,OT-000020,OT-000024",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005978
46f682a3-fbbf-5784-b738-246eedaab9b0,FIR-005979,2afeae74-c0e6-5d98-b7bb-99c65a2ddbd5,8cc65790-403a-5c94-8456-2488f1b4153d,Unknown complainant,,OT-000026,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005979
0743e070-6216-5cc8-a6c5-4e545e9da75f,FIR-005980,f7b478da-a2f9-5a9b-991e-06a98a8afa7d,ef0a4b2d-d7c7-5a5a-a895-e0d05db0a449,Unknown complainant,,OT-000026,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005980
4ec2d126-d2d7-5c6e-a3e4-68e0c420625e,FIR-005981,84b494a8-f1c1-5733-9b8e-44584350b0b2,fd848d0c-d85e-5f66-b997-250f4ca25377,Unknown complainant,,OT-000029,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005981
cedb083a-5f8a-5160-b64d-317ffc2e9714,FIR-005982,4d598a26-9411-5166-ad5f-b7f161e6b542,da4d9017-1720-5b65-aa3f-97c95ed5a29f,Unknown complainant,,OT-000019,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005982
22a30c05-b108-542e-88a6-fa6e401b6035,FIR-005983,011f18dd-2cf9-5b6c-8a0b-9304cfd8b548,b7e98388-a8d0-553d-92dc-1af19d3ebfa2,Unknown complainant,,"OT-000012,OT-000029",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005983
7a98ce90-bbef-5832-b794-89102dfd7307,FIR-005984,7107bba8-92ca-53ee-9a2e-6bf0d59fac33,0ecdffd9-d84e-5fbd-8d6b-1a8e0ac801f9,Unknown complainant,,OT-000006,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005984
6ae2e0fb-95bb-5e09-abb9-be3bb81cb523,FIR-005985,5ecb4846-4d1b-5ed9-ae42-8614e4ab5b7f,ae1968bf-52dc-55fb-b660-e6b3bea45d2a,Unknown complainant,,OT-000014,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005985
4d1f008f-c00a-5c8b-8a07-93a9056586d6,FIR-005986,20bf114f-8de4-5d73-974a-5f5443f66b92,0e3d3e1d-fc47-5a51-96cc-33279841eee1,Tamil Nadu Person PERSON-019429,,OT-000016,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005986
d7992de7-af90-5479-b231-ca6efd3345ee,FIR-005987,73a04950-1e36-56bc-9cbe-6abd089f4a6b,2cfd7c4b-e2f0-522e-8cb8-b7ae37b0c9f0,Unknown complainant,,"OT-000022,OT-000025",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005987
0f2d9210-3f69-5fcf-94c6-54f9692c08bd,FIR-005988,16813a65-5b6a-5cff-af25-438baada2e08,8dd7812a-3c36-55fa-b4a6-de0b51753620,Unknown complainant,,OT-000023,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005988
aaa5686b-ef46-5e03-9faa-068b1f66de81,FIR-005989,f5b5637f-5927-58b6-b311-d026dc52c7b2,211b86b1-8bde-5d1e-a46b-5141dee9397f,Unknown complainant,,"OT-000017,OT-000002",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005989
c46cfb07-f98a-5fe5-8272-f304871cc51d,FIR-005990,e06f7cdf-8bd6-5655-90b7-9f6a36f49a31,ad9e9eef-1fd5-5887-be01-7ddb42ce618d,Unknown complainant,,"OT-000003,OT-000024",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005990
2ece0411-0fd7-5a78-ae8a-7dbe6c408ad4,FIR-005991,9f13e145-339e-57ef-9941-a4045e3e65ed,abde0898-e800-58d2-bbb0-04134a590770,Tamil Nadu Person PERSON-010503,,OT-000018,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005991
f7d169f6-0626-5be7-9ab6-875766ec01e1,FIR-005992,fc7bcb87-8bd5-51ec-a5d0-da37f3b0ea8f,681b58d4-2036-527f-a3ca-1110fd6ee7cb,Unknown complainant,,OT-000005,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005992
7ba73ed6-d643-5ad8-a776-7ee4c9676885,FIR-005993,81dad58b-b45a-5db9-b86c-55ff9b878682,cdbb3c67-1ba4-50b0-a523-a8b7d4b49195,Tamil Nadu Person PERSON-026722,,OT-000018,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005993
1a386389-3f86-53db-813e-efa19f2f91e7,FIR-005994,8c03edb9-ad39-527f-b71d-98e93e97e268,ebc4cfc2-af7b-5b08-9dc9-92c0dc625d62,Unknown complainant,,"OT-000023,OT-000020",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005994
aefb1e8b-a304-5d17-9184-cb2d3f6429f4,FIR-005995,0c595760-0db8-5c91-b417-1e15347c9e9a,7f9a93db-877a-5973-9df1-856df3ccc82c,Tamil Nadu Person PERSON-005212,,"OT-000022,OT-000010",2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005995
a53fa441-a9b4-51a6-8c80-7cf558d36d30,FIR-005996,d176dd26-2972-5369-9d89-4e02156ffaa8,e64652ec-a64d-5785-980e-4cdac6da2696,Unknown complainant,,OT-000001,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005996
0f5cc562-3cec-5606-ad4c-df54a52166f5,FIR-005997,896ccc7f-7907-55c5-9c7c-90b04ee9c3c2,80380f45-affa-58a0-bf7b-eed4429b7a75,Tamil Nadu Person PERSON-019711,,OT-000014,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005997
35eb6e0a-b598-54db-88e5-9b88002b09c1,FIR-005998,b6daa499-ce38-5170-82ab-f939707f2c80,990a7f69-9c49-51f9-821c-c2011e62fc4b,Unknown complainant,,OT-000011,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005998
0b0806fd-9974-5429-ba22-31f935e45c69,FIR-005999,a69379db-b221-59da-91e1-ad8aa82fe292,d61a5420-d85e-555b-87b0-e0637b36edb8,Unknown complainant,,OT-000015,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-005999
561d0ed0-9ed0-59e2-b611-d19ead4a41d6,FIR-006000,c4afae91-8528-51ed-b845-1332783c94c9,726917de-8d9d-5c58-9214-e2abdf0ee83b,Unknown complainant,,OT-000019,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-006000
b63867e0-8627-523f-b6c4-f9dcee8f1b7b,FIR-006001,88d4136e-cf05-54d3-979e-114e6dcfa05e,b48e3163-c28c-5fe0-8751-468713c147ad,Unknown complainant,,OT-000011,2020-01-01 00:00:00,registered,,,imported,12fe593e-e883-5cac-9710-f2ba74198299,15_case.csv,CASE-006001
